num_updates,num_env_steps,sps,time_delta,solve_rate/SixteenRooms,solve_rate/SixteenRooms2,solve_rate/Labyrinth,solve_rate/LabyrinthFlipped,solve_rate/Labyrinth2,solve_rate/StandardMaze,solve_rate/StandardMaze2,solve_rate/StandardMaze3,solve_rate/mean,return/SixteenRooms,return/SixteenRooms2,return/Labyrinth,return/LabyrinthFlipped,return/Labyrinth2,return/StandardMaze,return/StandardMaze2,return/StandardMaze3,return/mean,eval_ep_lengths/mean,agent/loss,agent/critic_loss,agent/actor_loss,agent/entropy,level/mean_num_blocks,level_sampler/size,level_sampler/episode_count,level_sampler/max_score,level_sampler/weighted_score,level_sampler/mean_score
250.0,2048000.0,25051.741549380997,81.75080347061157,0.10000000149011612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012500000186264515,0.013239997439086437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016549996798858047,250.0,0.001283040619455278,0.006295227445662022,-7.238449325086549e-05,1.7921884059906006,23.174001693725586,3360.0,8000.0,0.8658250570297241,nan,0.048537757247686386
500.0,4096000.0,59380.65048175149,68.97869873046875,0.10000000149011612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012500000186264515,0.044199999421834946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005524999927729368,250.0,0.004517554305493832,0.011926572769880295,-0.00047284862375818193,0.9728829860687256,23.275375366210938,4000.0,16000.0,0.6654773950576782,0.47338593006134033,0.06177825480699539
750.0,6144000.0,97251.54502917246,63.176374197006226,0.4000000059604645,0.10000000149011612,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.1281999796628952,0.035559993237257004,0.0,0.0,0.0,0.0,0.0,0.0,0.020469997078180313,250.0,0.005468807648867369,0.012553476728498936,-0.0003946406359318644,0.41329023241996765,23.329626083374023,4000.0,24000.0,0.5119668245315552,0.3676644265651703,0.09780225902795792
1000.0,8192000.0,127696.14757226239,64.15228772163391,0.4000000059604645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05000000074505806,0.210999995470047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026374999433755875,227.375,0.005403474904596806,0.012454917654395103,-0.0005000879755243659,0.32389533519744873,23.098125457763672,4000.0,32000.0,0.6925626397132874,0.5037614107131958,0.16942782700061798
1250.0,10240000.0,155614.73511241062,65.80353713035583,0.4000000059604645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05000000074505806,0.210999995470047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026374999433755875,233.875,0.0056083956733345985,0.012733717449009418,-0.00048136356053873897,0.2770994305610657,23.38425064086914,4000.0,40000.0,0.45974797010421753,0.37413597106933594,0.22028110921382904
1500.0,12288000.0,192310.12000421967,63.896793365478516,0.800000011920929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10000000149011612,0.3996799886226654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.049959998577833176,224.875,0.005789135117083788,0.013067583553493023,-0.0005028650048188865,0.24179142713546753,23.309751510620117,4000.0,48000.0,0.4805503785610199,0.40387964248657227,0.251777321100235
1750.0,14336000.0,225951.72600250016,63.44718074798584,0.30000001192092896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03750000149011612,0.14664000272750854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018330000340938568,250.0,0.005504931788891554,0.012642364017665386,-0.0005969603080302477,0.21928995847702026,23.38887596130371,4000.0,56000.0,0.5190634727478027,0.43596720695495605,0.2659851312637329
2000.0,16384000.0,255914.74798132206,64.021320104599,0.4000000059604645,0.20000000298023224,0.10000000149011612,0.0,0.0,0.0,0.0,0.10000000149011612,0.10000000894069672,0.15051999688148499,0.11180000752210617,0.029079997912049294,0.0,0.0,0.0,0.0,0.04635999724268913,0.04222000017762184,238.875,0.0055882371962070465,0.012699632905423641,-0.0005619769217446446,0.19960303604602814,23.34312629699707,4000.0,64000.0,0.469433069229126,0.40852758288383484,0.27343812584877014
2250.0,18432000.0,288060.2754116416,63.986608266830444,0.699999988079071,0.0,0.5,0.0,0.0,0.0,0.0,0.30000001192092896,0.1875,0.4134399890899658,0.0,0.17959998548030853,0.0,0.0,0.0,0.0,0.1127999946475029,0.08822999894618988,232.375,0.005074432585388422,0.011768681928515434,-0.0006123216007836163,0.19758619368076324,23.421751022338867,4000.0,72000.0,0.6528288125991821,0.5343039631843567,0.27260705828666687
2500.0,20480000.0,312153.91617894184,65.60865950584412,0.20000000298023224,0.0,0.0,0.0,0.0,0.10000000149011612,0.20000000298023224,0.20000000298023224,0.08749999850988388,0.06031999737024307,0.0,0.0,0.0,0.0,0.03591999411582947,0.07651999592781067,0.07399999350309372,0.030844997614622116,236.375,0.005170794669538736,0.012234102934598923,-0.0007785920170135796,0.16766442358493805,23.403751373291016,4000.0,80000.0,0.7001786828041077,0.56294846534729,0.27310657501220703
