num_updates,num_env_steps,sps,steps_per_second,time_delta,solve_rate/SixteenRooms,solve_rate/SixteenRooms2,solve_rate/Labyrinth,solve_rate/LabyrinthFlipped,solve_rate/Labyrinth2,solve_rate/StandardMaze,solve_rate/StandardMaze2,solve_rate/StandardMaze3,solve_rate/mean,return/SixteenRooms,return/SixteenRooms2,return/Labyrinth,return/LabyrinthFlipped,return/Labyrinth2,return/StandardMaze,return/StandardMaze2,return/StandardMaze3,return/mean,eval_ep_lengths/mean,agent/loss,agent/critic_loss,agent/actor_loss,agent/entropy,level/mean_num_blocks,train/learnability,train/success_rate,level_sampler/size,level_sampler/episode_count,level_sampler/max_score,level_sampler/weighted_score,level_sampler/mean_score,level_sampler/mean_p,level_sampler/mean_max_return,sfl/topk_learnability,sfl/population_learnability,branch/num_dr_updates,branch/num_replay_updates,branch/num_mutation_updates,branch/num_sfl_updates
250.0,2048000.0,43793.60194565392,43793.60194565392,46.764822006225586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,0.0016798469005152583,0.007126968819648027,2.715271119058116e-09,1.8836402893066406,23.288501739501953,0.056312501430511475,0.10400000214576721,1968.0,1968.0,0.25,nan,0.05722815543413162,0.1051829382777214,0.17883192002773285,0.123046875,0.0615234375,242.0,0.0,0.0,8.0
500.0,4096000.0,69646.71097936585,34823.35548968292,58.81110453605652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,0.0004804797936230898,0.004468485713005066,-5.6387940276181325e-05,1.697374939918518,24.498126983642578,0.13715516030788422,0.26786866784095764,2961.0,6840.0,0.25,nan,0.07354220002889633,0.1393018215894699,0.2557341456413269,0.138671875,0.0693359375,242.0,121.0,121.0,16.0
750.0,6144000.0,197276.12779150336,65758.70926383445,31.144163608551025,0.10000000149011612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012500000186264515,0.019359994679689407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002419999334961176,250.0,0.0016410354292020202,0.005823487415909767,-9.761781257111579e-05,1.1730905771255493,26.03987693786621,0.16828611493110657,0.3519001305103302,3959.0,11712.0,0.25,nan,0.09977974742650986,0.1975650191307068,0.35987377166748047,0.208984375,0.142578125,242.0,242.0,242.0,24.0
1000.0,8192000.0,285469.11484384484,71367.27871096121,28.696624517440796,0.10000000149011612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012500000186264515,0.06328000128269196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007910000160336494,250.0,0.003846449078992009,0.00993492640554905,-0.00021696560725104064,0.9040486216545105,25.84837532043457,0.16765381395816803,0.49179068207740784,4000.0,16584.0,0.25,0.20523753762245178,0.12041866034269333,0.24016593396663666,0.43662771582603455,0.234375,0.1611328125,242.0,363.0,363.0,32.0
1250.0,10240000.0,288243.6728958243,57648.734579164855,35.525497913360596,0.4000000059604645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05000000074505806,0.20847998559474945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02605999819934368,246.0,0.006374959368258715,0.01432965137064457,-0.0002450278552714735,0.5448386669158936,26.600875854492188,0.1468614935874939,0.6504843831062317,4000.0,21456.0,0.25,0.21104086935520172,0.14421209692955017,0.2921140789985657,0.5445649027824402,0.20703125,0.1064453125,242.0,484.0,484.0,40.0
1500.0,12288000.0,424061.372432671,70676.89540544518,28.976937770843506,0.10000000149011612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012500000186264515,0.012519997544586658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015649996930733323,250.0,0.006462690886110067,0.013971093110740185,-0.00012779708777088672,0.3950590491294861,26.03287696838379,0.1373782604932785,0.6836378574371338,4000.0,26328.0,0.2490234375,0.216079443693161,0.1640298217535019,0.3447706401348114,0.6377233862876892,0.140625,0.0703125,242.0,605.0,605.0,48.0
1750.0,14336000.0,417291.915739314,59613.130819902,34.35484719276428,0.4000000059604645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05000000074505806,0.19696000218391418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024620000272989273,250.0,0.006119309924542904,0.013400912284851074,-0.000249507516855374,0.33163851499557495,25.747751235961914,0.13468562066555023,0.7047136425971985,4000.0,31200.0,0.25,0.22215941548347473,0.17854908108711243,0.39442679286003113,0.7132934927940369,0.060546875,0.0302734375,242.0,726.0,726.0,56.0
2000.0,16384000.0,540254.0079220142,67531.75099025178,30.326475620269775,0.6000000238418579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07500000298023224,0.2396399974822998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029954999685287476,250.0,0.0061296275816857815,0.013396675698459148,-0.0002886096481233835,0.2801002264022827,26.01762580871582,0.13435684144496918,0.7156215906143188,4000.0,36072.0,0.24609375,0.22399714589118958,0.1887035071849823,0.43988651037216187,0.7697428464889526,0.0703125,0.03515625,242.0,847.0,847.0,64.0
2250.0,18432000.0,660000.8153646082,73333.4239294009,27.92723822593689,0.4000000059604645,0.10000000149011612,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.14475999772548676,0.04203999787569046,0.0,0.0,0.0,0.0,0.0,0.0,0.023350000381469727,250.0,0.005634836386889219,0.012459839694201946,-0.0003522805927786976,0.24280305206775665,25.71000099182129,0.1307857185602188,0.7394912242889404,4000.0,40944.0,0.25,0.22965744137763977,0.19503095746040344,0.483599990606308,0.8081277012825012,0.064453125,0.0322265625,242.0,968.0,968.0,72.0
2500.0,20480000.0,694871.0692102194,69487.10692102194,29.473093509674072,0.800000011920929,0.0,0.0,0.0,0.0,0.10000000149011612,0.0,0.0,0.11250000447034836,0.38131996989250183,0.0,0.0,0.0,0.0,0.049959998577833176,0.0,0.0,0.053909994661808014,250.0,0.005547096487134695,0.011991816572844982,-0.00024274474708363414,0.20606672763824463,25.145376205444336,0.12386362254619598,0.7607026100158691,4000.0,45816.0,0.2481536865234375,0.23053324222564697,0.19841040670871735,0.5272985100746155,0.8373119831085205,0.060546875,0.0302734375,242.0,1089.0,1089.0,80.0
