num_updates,num_env_steps,sps,steps_per_second,time_delta,solve_rate/SixteenRooms,solve_rate/SixteenRooms2,solve_rate/Labyrinth,solve_rate/LabyrinthFlipped,solve_rate/Labyrinth2,solve_rate/StandardMaze,solve_rate/StandardMaze2,solve_rate/StandardMaze3,solve_rate/mean,return/SixteenRooms,return/SixteenRooms2,return/Labyrinth,return/LabyrinthFlipped,return/Labyrinth2,return/StandardMaze,return/StandardMaze2,return/StandardMaze3,return/mean,eval_ep_lengths/mean,agent/loss,agent/critic_loss,agent/actor_loss,agent/entropy,level/mean_num_blocks,level_sampler/size,level_sampler/episode_count,level_sampler/max_score,level_sampler/weighted_score,level_sampler/mean_score
250.0,2048000.0,20759.063954837213,20759.063954837213,98.65570068359375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,0.001238551689311862,0.0063740224577486515,-3.5942866816185415e-05,1.912516474723816,24.010000228881836,4000.0,8000.0,0.8593159914016724,0.6293470859527588,0.07966261357069016
500.0,4096000.0,62845.5206053192,31422.7603026596,65.17568731307983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,0.0024166868533939123,0.007854119874536991,-0.00012737687211483717,1.3829959630966187,24.68512535095215,4000.0,16000.0,0.7610844373703003,0.5537376403808594,0.08756875991821289
750.0,6144000.0,84132.4808122288,28044.16027074293,73.02768135070801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,0.00487930653616786,0.012231318280100822,-0.0003138784959446639,0.9224734902381897,24.63075065612793,4000.0,24000.0,0.7071506977081299,0.5134886503219604,0.09042009711265564
1000.0,8192000.0,112824.22202394575,28206.05550598644,72.60852193832397,0.4000000059604645,0.10000000149011612,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.10119998455047607,0.0179199930280447,0.0,0.0,0.0,0.0,0.0,0.0,0.01488999743014574,244.625,0.005623737815767527,0.01262923888862133,-0.00022588808496948332,0.4649937152862549,24.65475082397461,4000.0,32000.0,0.5960528254508972,0.4283251464366913,0.08208490163087845
1250.0,10240000.0,138858.60160176153,27771.720320352306,73.7440812587738,0.4000000059604645,0.30000001192092896,0.0,0.0,0.0,0.0,0.0,0.10000000149011612,0.10000000894069672,0.2505999803543091,0.05807998776435852,0.0,0.0,0.0,0.0,0.0,0.019719993695616722,0.04104999452829361,227.25,0.0055877878330647945,0.012396009638905525,-0.00023016433988232166,0.3800525665283203,24.836000442504883,4000.0,40000.0,0.7171754837036133,0.5099804401397705,0.10768521577119827
1500.0,12288000.0,171089.55642473963,28514.926070789934,71.82203435897827,0.800000011920929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10000000149011612,0.28699997067451477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.035874996334314346,250.0,0.005986914038658142,0.013061320409178734,-0.00021325508714653552,0.3304908573627472,25.86862564086914,4000.0,48000.0,0.48607707023620605,0.3659484088420868,0.15400174260139465
1750.0,14336000.0,196019.40766650162,28002.772523785945,73.13561534881592,0.6000000238418579,0.0,0.0,0.0,0.0,0.0,0.0,0.20000000298023224,0.10000000149011612,0.25727999210357666,0.0,0.0,0.0,0.0,0.0,0.0,0.03259999305009842,0.03623499721288681,242.0,0.005385709460824728,0.012019419111311436,-0.00034571104333736,0.2782890200614929,25.391250610351562,4000.0,56000.0,0.46941253542900085,0.36557427048683167,0.18249300122261047
2000.0,16384000.0,223311.04249277542,27913.880311596928,73.36851692199707,0.699999988079071,0.10000000149011612,0.0,0.0,0.0,0.0,0.0,0.10000000149011612,0.11250000447034836,0.30327996611595154,0.07372000068426132,0.0,0.0,0.0,0.0,0.0,0.027639998123049736,0.050579994916915894,250.0,0.005662370007485151,0.01256868988275528,-0.0003811832284554839,0.2407921552658081,26.416501998901367,4000.0,64000.0,0.49846553802490234,0.395064115524292,0.20985008776187897
2250.0,18432000.0,248954.50653595087,27661.611837327873,74.03762340545654,0.6000000238418579,0.10000000149011612,0.0,0.0,0.0,0.0,0.10000000149011612,0.0,0.10000000894069672,0.3364799916744232,0.01863999478518963,0.0,0.0,0.0,0.0,0.029799997806549072,0.0,0.048114996403455734,231.125,0.005623567849397659,0.012674296274781227,-0.000485819298774004,0.2277611643075943,27.487001419067383,4000.0,72000.0,0.6067084670066833,0.4783470630645752,0.23210035264492035
2500.0,20480000.0,307465.93399160105,30746.59339916011,66.60900521278381,0.4000000059604645,0.10000000149011612,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.20919997990131378,0.010719996877014637,0.0,0.0,0.0,0.0,0.0,0.0,0.027489997446537018,250.0,0.006047861650586128,0.0132325803861022,-0.000368619104847312,0.1998094916343689,28.72762680053711,4000.0,80000.0,0.6468518972396851,0.5146311521530151,0.2528981566429138
2750.0,22528000.0,314514.80365449213,28592.2548776811,71.62778902053833,0.4000000059604645,0.0,0.0,0.0,0.0,0.10000000149011612,0.0,0.6000000238418579,0.13750000298023224,0.15627999603748322,0.0,0.0,0.0,0.0,0.022599995136260986,0.0,0.23243999481201172,0.05141499638557434,224.375,0.005870291963219643,0.01289415080100298,-0.0003822203725576401,0.19456294178962708,26.941875457763672,4000.0,88000.0,0.5067697167396545,0.4250401258468628,0.2641601264476776
3000.0,24576000.0,343035.15363699105,28586.262803082584,71.64280319213867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16699998080730438,0.020874997600913048,244.875,0.005913469009101391,0.013022108934819698,-0.00043443648610264063,0.16314835846424103,27.744001388549805,4000.0,96000.0,0.4770164489746094,0.41077977418899536,0.2724694013595581
3250.0,26624000.0,372202.6495437523,28630.9730418271,71.53092551231384,0.30000001192092896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03750000149011612,0.13116000592708588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016395000740885735,240.375,0.005834357347339392,0.012813511304557323,-0.00041765387868508697,0.15474344789981842,29.791751861572266,4000.0,104000.0,0.4990495443344116,0.43084776401519775,0.2816055417060852
3500.0,28672000.0,426394.91522071,30456.77965862214,67.24282813072205,0.6000000238418579,0.10000000149011612,0.0,0.0,0.0,0.0,0.0,0.0,0.08750000596046448,0.33792001008987427,0.05607999488711357,0.0,0.0,0.0,0.0,0.0,0.0,0.04924999922513962,228.0,0.005376653745770454,0.012107234448194504,-0.0005221402971073985,0.15482325851917267,30.46662712097168,4000.0,112000.0,0.6019383072853088,0.49796468019485474,0.277826189994812
3750.0,30720000.0,428895.51530386077,28593.03435359072,71.62583637237549,0.699999988079071,0.0,0.30000001192092896,0.0,0.0,0.10000000149011612,0.30000001192092896,0.5,0.23750001192092896,0.2802399694919586,0.0,0.1239599958062172,0.0,0.0,0.04600000008940697,0.12935999035835266,0.1979600042104721,0.0971899926662445,227.375,0.005393010098487139,0.012073998339474201,-0.0005086743622086942,0.1353149265050888,29.06825065612793,4000.0,120000.0,0.5712836384773254,0.48037540912628174,0.27742502093315125
4000.0,32768000.0,443119.97265093256,27694.998290683285,73.94837069511414,0.800000011920929,0.10000000149011612,0.20000000298023224,0.0,0.0,0.0,0.10000000149011612,0.0,0.15000000596046448,0.4680800139904022,0.042399998754262924,0.056359995156526566,0.0,0.0,0.0,0.06508000195026398,0.0,0.07898999750614166,215.25,0.005898358765989542,0.013112873770296574,-0.0005196471465751529,0.13843072950839996,33.1046257019043,4000.0,128000.0,0.6907836198806763,0.5567841529846191,0.2823590934276581
